index,phrase,recording_id,start,duration,channel,language,speaker,gloss,lemmata,fst_normalized,num_raw_variants,token_count
102,lalluv@lede unere,HH01292021,1913.89,1.918,0,tic,Himidan,"aux pull[CLL,IT,PFV,3PL.OBJ,3PL.SBJ,aux] yesterday[]",ŋgá vəlɛð ùnɛ́ɾɛ́,làlló_və́lɛ̀ðɛ̀ ùnɛ́ɾɛ́,3,15
103,ngid@ni ngavdo dija ede,HH20220719-1,1237.456,1.925,0,tic,Himidan,"rabbit/hare[NOM,SG] set.down[CLŊ,VENT,PFV,left_h] beat[CLÐ,INF] meat/vegetable/prey[NOM,PL,left_h]",ŋìðɛ̀ní avt̪ ij r̀ðɛ̀,ŋìðɛ̀ní ŋávt̪ɔ́ ðíjá ɛ́ðɛ̀,3,6
104,ngora ngar@ngata ngave,HH07312020-Audacity,2831.544,1.683,0,tic,Himidan,"child[NOM,PL] fetch[CLŊ,VENT,DEP,left_h] water[ACC,SG]",órá aɽəŋat̪ ŋáó,ŋɔ̀rà ŋáɽə̀ŋàt̪à ŋávɛ́,3,3
105,ngoro,HH20230703,2969.38,0.43,0,tic,Himidan,"back[NOM,PL]",lɔ́rɔ́,ŋɔ́rɔ́,3,3
106,uji kene kangingi,HH20220912,3048.9,1.46,0,tic,Himidan,"person[NOM,SG] one[CLG] see[CLG,VENT,PFV,3SG.OBJ,1SG.SBJ]",ùɟí <CL>ɛ́nɛ̀ aŋ,ùɟí gɛ́nɛ̀ kàŋíŋí,3,7
107,ulingge,HH20211012,639.861,0.706,0,tic,Himidan,"night[NOM,SG]",ùlíŋgɛ́,ùlíŋgɛ́,3,4
108,umi kic@lo,HH20220326-2,284.531,1.29,0,tic,Himidan,"bell[NOM,SG] good[CLG]",ʊ̀mí icəlo,ʊ̀mí kìcə̀lò,3,8
109,nggev@lede unere,HH01222021,1262.939,2.313,0,tic,Himidan,"aux pull[CLG,IT,PFV,3SG.OBJ,1SG.SBJ,aux] yesterday[]",ŋgá vəlɛð ùnɛ́ɾɛ́,ŋgɛ̀_və́lɛ̀ðɛ̀ ùnɛ́ɾɛ́,3,7
110,lang@l v@lede,HH20210312,292.16,1.43,0,tic,Himidan,"see[CLL,VENT,PFV,WH.LOCATIVE] pull[IT,PFV]",aŋ vəlɛð,làŋúl və́lɛ̀ðɛ̀,3,10
111,lamini dev@leda edoro,HH20220629-2,2131.495,2.34,0,tic,Himidan,"love[CLL,VENT,PFV] pull[CLÐ,INF] herb/root[ACC,PL,left_h]",amiɲ vəlɛð ðə̀ðɛ̀ɽì,làmìɲí ðə́və́lɛ́ðá édɔ̀ɽɔ̀,3,6
112,lapo suru,HH20211116-1,1186.04,1.58,0,tic,Himidan,"carry[CLL,VENT,PFV,left_h] beer/wine[NOM,SG]",ap súɽú,lápɔ́ súɽú,3,5
113,laumo ndoba,HH20230731-1,1839.01,1.73,0,tic,Himidan,"aux hurt[CLL,VENT,IPFV,aux] tomorrow[]",ŋgá um nd̪ɔ̀bà,lá_ùmɔ́ nd̪ɔ̀bà,3,7
114,nggela ng@t@ve dar,HH20210927,1902.433,1.861,0,tic,Himidan,"aux[CLG,IPFV,WH.LOCATIVE,3SG.OBJ,1SG.SBJ] slice[CLŊ,IT,DEP] rope[NOM,SG]",ŋgá t̪əv ðár,ŋgɛ́l ŋə̀t̪ə̀vɛ̀ ðár,3,6
115,lede,HH20210707,362.275,1.01,0,tic,Himidan,"coconut/doleib[NOM,SG]",lèdé,lèdé,3,9
116,aro kic@lo,HH20230420-1-Zoom,616.306,1.37,0,tic,Himidan,"sibling[NOM,SG] good[CLG]",àɾò icəlo,àɾò kìcə̀lò,3,10
117,leliv@ledo,HH20210305,2691.957,1.18,0,tic,Himidan,"aux pull[CLL,VENT,IPFV,3SG.OBJ,1DU.INCL.SBJ,aux]",ŋgá vəlɛð,lál_və́lɛ̀ðɔ́,3,6
118,aj inggaduro k@nona imidanngwo,HH08212020-1,1324.793,2.905,0,tic,Himidan,"die[VENT,IPFV] aux stop[CLG,IT,IPFV,1SG.SBJ,aux] look[CLG,VENT,DEP,left_h] Himidan[ACC,SG]",aj ŋgá d̪uɾ nɔn ìmìdán,àjú íŋgá_d̪úɾɔ̀ kə́nɔ̀nà ìmìdánŋwɔ́,3,3
119,lelv@ledalo ndobage,HH10012020,846.86,2.476,0,tic,Himidan,"aux pull[CLL,IT,IPFV,3SG.OBJ,1SG.SBJ,aux] tomorrow[]",ŋgá vəlɛð nd̪ɔ̀bàgɛ̀,lɛ́_və́lɛ̀ðà nd̪ɔ̀bàgɛ̀,3,7
120,an mudu ke,HH08212020-2,156.478,1.331,0,tic,Himidan,"FOC[] leopard[NOM,SG,left_h] aux[CLG,IPFV,3SG.OBJ,1SG.SBJ]",àn mùðù ŋgá,àn múðù kɛ́,3,5
121,nggo gad@gara lomode,HH08142020,3904.815,2.347,0,tic,Himidan,"dress/shirt/cloth[NOM,PL] run[CLÐ,VENT,DEP,left_h] day[ACC,SG]",lúgɔ́ var lɔ́mɔ́n,ŋúgɔ́ ðə́vàrà lɔ́mɔ́nɛ́,3,3
122,lelv@ledo,HH20210305,1687.297,0.74,0,tic,Himidan,"aux pull[CLL,VENT,IPFV,3PL.OBJ,1SG.SBJ,aux]",ŋgá vəlɛð,lɛ́ĺ_və̀lɛ̀ðɔ́,3,7
123,lelv@ledo ndobage,HH02192021,178.06,2.25,0,tic,Himidan,"aux pull[CLL,VENT,IPFV,3PL.OBJ,1SG.SBJ,aux] tomorrow[]",ŋgá vəlɛð nd̪ɔ̀bàgɛ̀,lɛ́ĺ_və̀lɛ̀ðɔ́ nd̪ɔ̀bàgɛ̀,3,6
124,lenal v@ledelu unere,HH20210312,1057.71,1.43,0,tic,Himidan,"aux[CLL,IPFV,WH.LOCATIVE,3SG.OBJ,2PL.SBJ] pull[IT,PFV,1PL.INCL.SBJ] yesterday[left_h]",ŋgá vəlɛð ùnɛ́ɾɛ́,léɲál və́lɛ̀ðɛ̀ŕ únɛ́ɾɛ́,3,10
125,ngganona soringgo ndoba,HH20211019-1,182.564,2.28,0,tic,Himidan,"aux look[CLG,IT,IPFV,aux] donkey.DIM[NOM,SG] tomorrow[]",ŋgá nɔn sɔ̀ɽíŋgɔ́ nd̪ɔ̀bà,ŋgá_nɔ́nà sɔ̀ɽíŋgɔ́ nd̪ɔ̀bà,3,5
126,nggenavledo ndobage,HH02122021,1633.873,2.131,0,tic,Himidan,"aux pull[CLG,VENT,IPFV,3SG.OBJ,2PL.SBJ,aux] tomorrow[]",ŋgá vəlɛð nd̪ɔ̀bàgɛ̀,ŋgéɲá_və́lɛ̀ðɔ́ nd̪ɔ̀bàgɛ̀,3,8
127,apri jengceci ngene ne l@ver,HH20221014,2206.405,2.25,0,tic,Himidan,"boy[NOM,SG] show-loc[CLJ,VENT,PFV,left_h] one[CLŊ] aux[CLN,IT,PFV,3SG.OBJ,1SG.SBJ] field[NOM,SG]",àpɾí aŋc-ɛc <CL>ɛ́nɛ̀ ŋgá lə̀və́r,àpɾí jáŋcɛ̀cí ŋɛ́nɛ̀ nɛ̀ lə̀və́r,3,7
128,lic@lo alpuro ora kic@lo ngamrare,HH20220726-1,1563.29,3.11,0,tic,Himidan,"good[CLL] skin[ACC,SG] sibling[ACC,SG] good[CLG,left_h] put-loc[CLŊ,IT,DEP]",icəlo álpʊ́ɾɔ́ àɾò icəlo aɽ-at̪,lìcə̀lò álpúɾɔ́ òɾà kícə̀lò ŋàɽàt̪ɛ̀,3,4
129,lenal v@lede unere,HH20210312,819.32,1.62,0,tic,Himidan,"aux[CLL,IPFV,WH.LOCATIVE,3SG.OBJ,2PL.SBJ] pull[IT,PFV] yesterday[]",ŋgá vəlɛð ùnɛ́ɾɛ́,léɲál və́lɛ̀ðɛ̀ ùnɛ́ɾɛ́,3,26
130,nggela ng@t@va dar,HH20210927,1936.719,1.822,0,tic,Himidan,"aux[CLG,IPFV,WH.LOCATIVE,3SG.OBJ,1SG.SBJ] slice[CLŊ,VENT,DEP] rope[NOM,SG]",ŋgá t̪əv ðár,ŋgɛ́l ŋə̀t̪ə̀và ðár,3,8
131,apri jav@lede dangala,HH01082021,373.451,3.911,0,tic,Himidan,"boy[NOM,SG] aux pull[CLJ,IT,PFV,aux] sheep[ACC,SG]",àpɾí ŋgá vəlɛð ðàŋàl,àpɾí jà_və́lɛ̀ðɛ̀ ðàŋàlà,3,5
132,loratingi nano unere,HH20220213-1,2759.251,1.586,0,tic,Himidan,"run-loc[CLL,VENT,PFV,1SG.OBJ] put[CLN,VENT,PFV] yesterday[]",ɔɽ-at̪ aɽ ùnɛ́ɾɛ́,lɔ̀ɽàt̪ɛ́ŋì nàɽó ùnɛ́ɾɛ́,3,4
133,lijo ngomo ne l@v@leda edoro unere,HH20220805-1,1780.453,4.169,0,tic,Himidan,"beat[CLL,VENT,PFV] food/bread[NOM,PL,left_h] aux[CLN,IT,PFV,3SG.OBJ,1SG.SBJ] pull[CLL,VENT,DEP] herb/root[ACC,PL] yesterday[]",ij lɔ̀mɔ̀ ŋgá vəlɛð ðə̀ðɛ̀ɽì ùnɛ́ɾɛ́,lìjɔ́ ŋɔ́mɔ̀ nɛ̀ lə̀və̀lɛ̀ðà èdɔ̀ɽɔ̀ ùnɛ́ɾɛ́,3,6
134,loro,HH20220201,573.695,0.8,0,tic,Himidan,"red.thorn.tree[NOM,SG]",lòró,lòró,3,4
135,nggarlendito saronngu aor,HH20210714,1871.905,3.227,0,tic,Himidan,"aux close-ben[CLG,IT,IPFV,aux] swallow[VENT,PFV,3SG.OBJ,2SG.SBJ] door[NOM,SG,left_h]",ŋgá ɾland-it̪ rn àúr,ŋgá_ɾ́làndìt̪ɔ̀ ár̀nɔ́ŋú áúr,3,6
136,ludo liji unere,HH20220201,943.945,2.18,0,tic,Himidan,"kindle[CLL,VENT,PFV] person[NOM,PL] yesterday[]",ud̪ ùɟí ùnɛ́ɾɛ́,lùd̪ɔ́ lìɟí ùnɛ́ɾɛ́,3,8
137,lorjeci kukungu ano,HH20211130,1681.9,2.18,0,tic,Himidan,"help[CLL,VENT,PFV,left_h] 1st.born.male.child[ACC,SG] PARTICLE[]",ɔɽɟɛc kúkù ánó,lɔ́ɽɟɛ̀cí kúkùŋú ánó,3,10
138,loro t@man unere,HH20211116-1,208.625,1.49,0,tic,Himidan,"run[CLL,VENT,PFV] boil[CLT̪,IT,DEP] yesterday[]",ɔɽ man ùnɛ́ɾɛ́,lɔ̀ɽɔ́ t̪ə̀mànì ùnɛ́ɾɛ́,3,3
139,nggalv@leder unere,HH01222021,1497.571,2.313,0,tic,Himidan,"aux pull[CLG,IT,PFV,3SG.OBJ,3SG.SBJ,aux] yesterday[left_h]",ŋgá vəlɛð ùnɛ́ɾɛ́,ŋgàl_və́lɛ̀ðɛ̀ únɛ́ɾɛ́,3,8
140,ngga oda lutu ndoba,HH20210707,684.06,3.87,0,tic,Himidan,"aux[CLG,IPFV] build[VENT,IMP,left_h] fist/hut[NOM,SG] tomorrow[]",ŋgá ɔd lʊ̀tú nd̪ɔ̀bà,ŋgá ɔ́dá lʊ̀tú nd̪ɔ̀bà,3,5
141,ngga orjeca ano ndoba,HH20230703,799.88,1.98,0,tic,Himidan,"aux[CLG,IPFV] help[VENT,IMP] PARTICLE[] tomorrow[]",ŋgá ɔɽɟɛc ánó nd̪ɔ̀bà,ŋgá ɔ̀ɽɟɛ̀cá ánó nd̪ɔ̀bà,3,9
142,aor jerlendino,HH20210714,2376.4,1.44,0,tic,Himidan,"door[NOM,SG] chase-pass[VENT,PFV,1SG.SBJ]",àúr rlɛɲ-in,àúr jɛ́r̀lɛ̀ɲìnɔ́,3,5
143,lurno lapo duri ndoba,HH20220712-1,1512.842,2.66,0,tic,Himidan,"grandfather/grandchild[NOM,PL] carry[CLL,VENT,PFV,left_h] tree[NOM,SG] tomorrow[]",ùrnɔ̀ ap ðùɽì(1) nd̪ɔ̀bà,lùrnɔ̀ lápɔ́ ðùɽì nd̪ɔ̀bà,3,11
144,lutu lic@lo,HH20210707,454.385,1.87,0,tic,Himidan,"fist/hut[NOM,SG] good[CLL]",lʊ̀tú icəlo,lʊ̀tú lìcə̀lò,3,5
145,mudu an ngola ngutolinga,HH08212020-2,1172.269,2.634,0,tic,Himidan,"leopard[NOM,SG] FOC[] family[NOM,SG,left_h] choose[CLŊ,VENT,PFV,2SG.OBJ,left_h]",mùðù àn ŋùlá ut̪,mùðù àn ŋúlá ŋút̪áŋà,3,4
146,an ojo kamini urno d@l@ngade dal@ngong,HH06112021,1628.028,2.947,0,tic,Himidan,"FOC[] who[] love[CLG,VENT,PFV,left_h] grandfather/grandchild[NOM,SG,left_h] give.birth-loc[CLÐ,IT,DEP] sing[CLÐ,VENT,PFV,3SG.OBJ,left_h]",àn ɔ́ɟɔ́ amiɲ ùrnɔ̀ ləŋ-at̪ aleŋ,àn ɔ́ɟɔ́ kámìɲí úrnɔ̀ ðə̀lə̀ŋàt̪ɛ̀ ðálèŋɔ́ŋ,3,3
147,aningi ijo,HH20201021-1,500.01,1.59,0,tic,Himidan,"listen-caus[VENT,PFV,2SG.SBJ] beat[VENT,IPFV]",n-ij ij,ánìjí ìjɔ́,3,3
148,mudu nggarinino lavrale de,HH08212020-2,967.637,2.234,0,tic,Himidan,"leopard[NOM,SG] aux kill-pass[CLG,IT,IPFV,aux] lift[CLL,IT,DEP] NEG[]",mùðù ŋgá ɽiɲ-in avəl dɛ̀,mùðù ŋgá_ɽíɲìnɔ̀ làvə̀lɛ̀ dɛ̀,3,3
149,nacilo tasa,HH20220306-2,2808.895,1.208,0,tic,Himidan,"aux[CLƝ,IPFV,3PL.OBJ] all[]",ŋgá tásá,ɲáló tásá,3,4
150,nagaro l@mode unere,HH08142020,3584.101,2.163,0,tic,Himidan,"break[VENT,PFV,1PL.EXCL.SBJ] log[NOM,SG,left_h] yesterday[]",kaɾ lə̀mɔ́ð ùnɛ́ɾɛ́,ɲàkàɾó lə́mɔ́ð ùnɛ́ɾɛ́,3,5
151,anao,HH20220306-2,2755.714,0.857,0,tic,Himidan,"see[VENT,IMP]",aŋ,àŋá,3,4
152,nalar@ngata ngave,HH07312020-Audacity,2353.294,1.638,0,tic,Himidan,"aux fetch[CLƝ,IT,IPFV,3SG.OBJ,3SG.SBJ,aux] water[ACC,SG]",ŋgá aɽəŋat̪ ŋáó,ɲál_áɽə̀ŋàt̪à ŋávɛ́,3,7
153,nalaroda,HH07242020-Zoom2,2112.947,1.957,0,tic,Himidan,"aux cook[CLL,IT,IPFV,1PL.EXCL.SBJ,aux,left_h]",ŋgá ɾɔð,ɲálá_ɾɔ́ðà,3,5
154,nalav@lede dangala unere,HH01222021,545.316,2.738,0,tic,Himidan,"aux pull[CLL,IT,PFV,1PL.EXCL.SBJ,aux,left_h] sheep[ACC,SG] yesterday[]",ŋgá vəlɛð ðàŋàl ùnɛ́ɾɛ́,ɲálà_və́lɛ̀ðɛ̀ ðàŋàlà ùnɛ́ɾɛ́,3,5
155,nalela d@t@va dar,HH20210927,2426.313,1.722,0,tic,Himidan,"aux[CLƝ,IT,PFV,WH.LOCATIVE,3PL.OBJ] slice[CLÐ,INF] rope[NOM,SG]",ŋgá t̪əv ðár,ɲàĺl ðə́t̪ə́vá ðár,3,11
156,nallow naladegara lemude,HH09022020,385.734,2.575,0,tic,Himidan,"aux[CLƝ,IPFV,3PL.OBJ,3PL.SBJ] aux break[CLL,IT,IPFV,1DU.INCL.OBJ,2PL.SBJ,aux] sip[CLL,IT,DEP]",ŋgá ŋgá kaɾ mut̪,ɲálló ɲálátɛ́_káɾà lə̀mùt̪ɛ̀,3,3
157,toli,HH08212020-2,1824.235,1.1,0,tic,Himidan,"climb.down[CLT̪,IT,DEP]",ur,t̪ùrì,3,4
158,ndoba koloto,HH08142020,127.07,1.93,0,tic,Himidan,"tomorrow[] good[CLG,left_h]",nd̪ɔ̀bà ɔlɔt̪ɔ,nd̪ɔ̀bà kɔ́lɔ̀t̪ɔ̀,3,6
159,ndred nic@lo,HH05212021-1,1604.636,1.3,0,tic,Himidan,"palm.of.hand[ACC,PL] good[CLN]",ɛ̀ɾɛ̀ð icəlo,ndɾɛ̀ð nìcə̀lò,3,6
160,neru nic@lo,HH20230703,3015.69,1.18,0,tic,Himidan,"nest/web/bowl[NOM,PL] good[CLN]",ɜ́ɾʊ́ icəlo,nɜ́rʊ́ nìcə̀lò,3,9
161,an ojonga lrlenil tuli,HH04232021,1871.611,3.76,0,tic,Himidan,"FOC[] who[ACC,SG] chase[CLL,VENT,PFV,WH.LOCATIVE,left_h] wrestle[IT,PFV]",àn ɔ́ɟɔ́ rlɛɲ bul,àn ɔ́ɟɔ́ŋá lə́r̀lɛ̀ɲíl búlì,3,3
162,nga dangal v@lede,HH01222021,2420.598,1.92,0,tic,Himidan,"aux[CLŊ,IT,PFV] sheep[NOM,SG,left_h] pull[IT,PFV]",ŋgá ðàŋàl vəlɛð,ŋà ðáŋàl və́lɛ̀ðɛ̀,3,5
163,ne n,HH07242020-Zoom1,154.39,0.88,0,tic,Himidan,"aux[CLƝ,IT,PFV,3SG.OBJ,1SG.SBJ,left_h] aux[CLN,IT,PFV,3SG.OBJ,1SG.SBJ]",ŋgá ŋgá,ɲɛ̂ nɛ̀,3,7
164,a luri tow@ni,HH20230717-1,121.973,1.247,0,tic,Himidan,"aux[CLT̪,IPFV] climb.down[CLL,IT,DEP,left_h] now[]",ŋgá ur t̪ɔ́wɜ̀nì,t̪á lúrì t̪ɔ́wɜ̀nì,3,3
165,elara k@dongdo l@vavra k@branano,HH20220708-1,879.335,4.22,0,tic,Himidan,"farmer[NOM,SG,left_h] push[CLG,VENT,PFV,left_h] bicycle[ACC,SG,left_h] <NO_GLOSS>",ɛ̀làɽà dɔŋð lə̀vàvɾì kə̀bɽánànǒ,ɛ́làɽà kə́dɔ̀ŋðɔ́ lə́vàvɾà kə̀bɽánànǒ,3,3
166,elara k@dino mudo unere,HH20220629-1,175.69,3.15,0,tic,Himidan,"farmer[NOM,SG] fear[CLG,VENT,PFV] leopard[NOM,SG,left_h] yesterday[]",ɛ̀làɽà ðiɲ(1) mùðù ùnɛ́ɾɛ́,ɛ̀làɽà kə̀ðìɲɔ́ múðù ùnɛ́ɾɛ́,3,3
167,v@ledinor tow@ni,HH20230703,2603.33,1.29,0,tic,Himidan,"pull-pass[VENT,IPFV,1PL.INCL.SBJ,left_h] now[]",vəlɛð-in t̪ɔ́wɜ̀nì,və́lɛ̀ðìnɔ́ŕ t̪ɔ́wɜ̀nì,2,5
168,we loman lene ne ngidini mnate nur we lobidi bacum ge,HH20211026,3005.503,7.774,0,tic,Himidan,"this[CLG] day[NOM,SG] one[CLL] aux[CLN,IT,PFV,3SG.OBJ,1SG.SBJ] do-caus[CLŊ,VENT,PFV] exit-loc[IT,PFV] outside.house[left_h] aux[CLT̪,IPFV,3SG.OBJ,1SG.SBJ] run-antip[CLL,IT,DEP] fox[NOM,SG] this[CLG]",<CL>ɛ́(1) lɔ́mɔ́n <CL>ɛ́nɛ̀ ŋgá ið-ij miɲ-at̪ nǔr ŋgá ɔɽ-ið bàcʊ̂m <CL>ɛ́(1),gɛ́ lɔ́mɔ́n lɛ́nɛ̀ nɛ̀ ŋìðìjí míɲàt̪ɛ̀ núr t̪ɛ́ lɔ̀ɽìðì bàcʊ̂m gɛ́,2,3
169,@rdo,HH20220201,1663.585,1.27,0,tic,Himidan,"knife[NOM,SG]",írdɔ́,írdɔ́,2,3
170,elara k@dino bacome,HH20220629-1,922.69,1.62,0,tic,Himidan,"farmer[NOM,SG] fear[CLG,VENT,PFV] fox[ACC,SG,left_h]",ɛ̀làɽà ðiɲ(1) bàcʊ̂m,ɛ̀làɽà kə̀ðìɲɔ́ bácʊ́mɛ́,2,4
171,elara k@dino bacome unere,HH20220629-1,948.165,2.15,0,tic,Himidan,"farmer[NOM,SG] fear[CLG,VENT,PFV] fox[ACC,SG,left_h] yesterday[]",ɛ̀làɽà ðiɲ(1) bàcʊ̂m ùnɛ́ɾɛ́,ɛ̀làɽà kə̀ðìɲɔ́ bácʊ́mɛ́ ùnɛ́ɾɛ́,2,5
172,elara k@dongdo l@vavra,HH20220708-1,754.2,1.92,0,tic,Himidan,"farmer[NOM,SG] push[CLG,VENT,PFV] bicycle[ACC,SG,left_h]",ɛ̀làɽà dɔŋð lə̀vàvɾì,ɛ̀làɽà kə̀dɔ̀ŋðɔ́ lə́vàvɾà,2,2
173,emarden,HH20220306-2,3114.311,0.948,0,tic,Himidan,"woman[NOM,SG]",èmàɽðɛ́n,èmàɽðɛ́n,2,9
174,emarden egun,HH07242020-Zoom3,853.382,1.318,0,tic,Himidan,"woman[NOM,SG] 3pl.poss[CLG]",èmàɽðɛ́n ɛ́<CL>ɛ́n,èmàɽðɛ́n ɛ́gɛ́n,2,3
175,egaro l@mode unere,HH08142020,3378.17,2.13,0,tic,Himidan,"2pl.poss[CLG] log[NOM,SG,left_h] yesterday[]",ɛ́<CL>àló lə̀mɔ́ð ùnɛ́ɾɛ́,ɛ́gàló lə́mɔ́ð ùnɛ́ɾɛ́,2,2
176,eitenare nav@leda edoro,HH20230503,268.82,3.61,0,tic,Himidan,"allow[CLT̪,VENT,PFV,1PL.EXCL.OBJ,left_h] pull[CLƝ,VENT,DEP] herb/root[ACC,PL]",eit̪ vəlɛð ðə̀ðɛ̀ɽì,t̪ít̪éɲárɛ́ ɲə̀və̀lɛ̀ðà èdɔ̀ɽɔ̀,2,8
177,emarden karngito domoca,HH20210322-2,214.213,3.013,0,tic,Himidan,"woman[NOM,SG] see.REDUP-ben[CLG,VENT,DEP,left_h] man/male[ACC,SG,left_h]",èmàɽðɛ́n arŋ-it̪ ðɔ̀mɔ̀cɔ̀,èmàɽðɛ́n kárŋìt̪ɔ̀ ðɔ́mɔ̀cà,2,4
178,emarden kav@rdo ale,HH20210322-2,151.485,2.623,0,tic,Himidan,"woman[NOM,SG] aux shave[CLG,VENT,IPFV,aux] stone[ACC,SG]",èmàɽðɛ́n ŋgá aɾð âl,èmàɽðɛ́n ká_àɾðɔ́ álɛ́,2,4
179,soringgo sataran,HH20211019-2,166.975,1.19,0,tic,Himidan,"donkey.DIM[NOM,SG] casual.friend[NOM,SG]",sɔ̀ɽíŋgɔ́ kámàɽà,sɔ̀ɽíŋgɔ́ kámàɽà,2,2
180,alela l@t@ver dar,HH20210927,2298.188,2.5460000000000003,0,tic,Himidan,"gourd.piece[NOM,SG,left_h] be.lost[CLL,VENT,PFV,1PL.INCL.OBJ] rope[NOM,SG]",ɛ̀là(1) t̪(2) ðár,ɛ́là lə̀t̪átɛ́ŕ ðár,2,3
181,elo,HH07242020-Zoom3,497.855,0.49,0,tic,Himidan,"God[NOM,SG]",ɛ́lɔ́(1),ɛ́lɔ́,2,2
182,emanaj kic@lo,HH20230407,1568.59,1.58,0,tic,Himidan,"husband[NOM,SG,1SG/1PL.EXCL] good[CLG]",ɛ̀màn icəlo,ɛ̀mànáj kìcə̀lò,2,4
183,ngamboro ngadan,HH20211019-1,1014.209,1.99,0,tic,Himidan,"calf[NOM,SG] palm.leaf.basket[NOM,PL]",ŋʊ̀mbòɽó làɾân,ŋʊ̀mbòɽó ŋàɾân,2,8
184,ngamrare,HH08212020-2,1256.526,1.066,0,tic,Himidan,"put.REDUP-loc[CLŊ,IT,DEP]",arɽ-at̪,ŋàrɽàt̪ɛ̀,2,3
185,nele nav@leda dedoro ndoba,HH20230414-Zoom-3,216.45,1.95,0,tic,Himidan,"king[NOM,PL] aux pull[CLN,IT,IPFV,aux] return(transitive)[CLÐ,VENT,DEP] tomorrow[]",ɛ́lê ŋgá vəlɛð vɜɽ nd̪ɔ̀bà,nɛ́lê ná_və́lɛ̀ðà ðə̀vɔ̀ɽɔ̀ nd̪ɔ̀bà,2,6
186,ngan ngicalo,HH20211019-1,1511.822,1.348,0,tic,Himidan,"milk[NOM,PL] good[CLŊ]",lán icəlo,ŋán ŋìcə̀lò,2,3
187,ngangtol kuku tolena,HH20210721,2312.196,2.916,0,tic,Himidan,"see-ben[CLŊ,VENT,PFV,WH.LOCATIVE] 1st.born.male.child[NOM,SG] lion[ACC,SG]",aŋ-it̪ kúkù t̪òlé,ŋàŋìt̪ɔ́l kúkù t̪òlèɲá,2,2
188,ngar@ngatino,HH07312020-Audacity,962.95,1.51,0,tic,Himidan,"fetch-pass[CLŊ,VENT,PFV]",aɽəŋat̪-in,ŋàɽə̀ŋàt̪ìnɔ́,2,2
189,ngaro ngic@lo,HH20220206-1,45.245,1.57,0,tic,Himidan,"rock[ACC,PL] good[CLŊ]",lárɔ́ icəlo,ŋáró ŋìcə̀lò,2,6
190,nevla nadura ndoba,HH20230731-1,902.93,1.35,0,tic,Himidan,"gourd.piece[NOM,PL] aux breastfeed[CLN,IT,IPFV,aux] tomorrow[]",ɛ̀là(1) ŋgá ðuɽ nd̪ɔ̀bà,nɛ̀là ná_ðúɽà nd̪ɔ̀bà,2,3
191,nevla ne guri ne naija ede ulingge,HH20211102,259.795,4.73,0,tic,Himidan,"gourd.piece[NOM,PL] aux[CLN,IPFV,3SG.OBJ,1SG.SBJ] forest[NOM,SG] aux[CLN,IPFV,3SG.OBJ,1SG.SBJ] beat[CLN,VENT,DEP,left_h] meat/vegetable/prey[NOM,PL] night[NOM,SG]",ɛ̀là(1) ŋgá kúɽì ŋgá ij r̀ðɛ̀ ùlíŋgɛ́,nɛ̀là nɛ́ kúɽì nɛ́ níjà ɛ̀ðɛ̀ ùlíŋgɛ́,2,2
192,ng@vavri,HH20230703,3345.38,0.79,0,tic,Himidan,"bicycle[NOM,PL]",lə̀vàvɾì,ŋə̀vàvɾì,2,3
193,ndri,HH20201217,216.354,0.45,0,tic,Himidan,"name[NOM,PL,left_h]",ìɾí,ńdrí,2,3
194,ne ngidini minate luba lene ngore ngmedate nenu,HH20220629-2,664.335,3.0,0,tic,Himidan,"aux[CLN,IT,PFV,3SG.OBJ,1SG.SBJ] do-caus[CLŊ,VENT,PFV] exit-loc[IT,PFV] choose[CLL,VENT,DEP] one[CLL] run[CLŊ,IT,DEP,left_h] plait-loc[CLŊ,IT,DEP,left_h] refuse/hate[VENT,IPFV]",ŋgá ið-ij miɲ-at̪ ut̪ <CL>ɛ́nɛ̀ ɔɽ mɛð-at̪ nɛð,nɛ̀ ŋìðìjí míɲàt̪ɛ̀ lùt̪à lɛ́nɛ̀ ŋɔ́ɽɛ̀ ŋə́mɛ̀ðàt̪ɛ̀ nɛ̀ðɔ́,2,2
195,an ojo kr ijo,HH20201021-1,86.27,2.91,0,tic,Himidan,"FOC[] who[] aux[CLG,IPFV,3SG.OBJ,1SG.SBJ] letter[NOM,PL,left_h]",àn ɔ́ɟɔ́ ŋgá ðìjɔ̀,àn ɔ́ɟɔ́ kɛ́ íjɔ̀,2,3
196,an ojo karoge urno gdordoto,HH04092021,2377.77,3.873,0,tic,Himidan,"FOC[] who[] say[CLG,VENT,PFV,WH.CLASS,left_h] grandfather/grandchild[NOM,SG,left_h] push-loc[CLG,VENT,PFV,left_h]",àn ɔ́ɟɔ́ aɾ ùrnɔ̀ dɔŋð-ɔt̪,àn ɔ́ɟɔ́ káɾɔ́gɛ́ úrnɔ̀ kə́dɔ̀ŋðɔ̀t̪ɔ́,2,2
